"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BF14_2dpf_L","BF14_2dpf_W","BF14_4dpf_L","BF14_4dpf_W","BF14_6dpf_L","BF14_6dpf_W","BF18_2dpf_L","BF18_2dpf_W","BF18_4dpf_L","BF18_4dpf_W","BF18_6dpf_L","BF18_6dpf_W","BHS18_2dpf_L","BS14_2dpf_L","BS14_4dpf_L","BS14_4dpf_W","BS14_6dpf_W","BS18_2dpf_W","BS18_4dpf_L","BS18_4dpf_W","BS18_6dpf_L","BTS14_2dpf_W","HF14_2dpf_L","HF14_2dpf_W","HF14_4dpf_L","HF14_4dpf_W","HF14_6dpf_L","HF14_6dpf_W","HF18_2dpf_L","HF18_2dpf_W","HF18_4dpf_L","HF18_4dpf_W","HF18_6dpf_L","HF18_6dpf_W","HS14_2dpf_L","HS14_2dpf_W","HS14_4dpf_L","HS14_4dpf_W","HS14_6dpf_L","HS14_6dpf_W","HS18_2dpf_W","HS18_4dpf_L","HS18_4dpf_W","HS18_6dpf_L","HS18_6dpf_W","TF14_2dpf_L","TF14_2dpf_W","TF14_4dpf_L","TF14_4dpf_W","TF14_6dpf_L","TF14_6dpf_W","TF18_2dpf_L","TF18_2dpf_W","TF18_4dpf_L","TF18_4dpf_W","TF18_6dpf_L","TF18_6dpf_W","TS14_4dpf_L","TS14_4dpf_W","TS14_6dpf_L","TS14_6dpf_W","TS18_2dpf_L","TS18_2dpf_W","TS18_4dpf_L","TS18_4dpf_W","TS18_6dpf_L","TS18_6dpf_W"
"41b249bce295f3487d06da10408a9e86","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter",NA,27,0,32,9,27,0,5,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,32,9,35,4,22,0,48,0,29,9,54,2,4,11,0,0,0,0,0,0,0,0,0,40,4,32,17,113,0,16,4,39,9,92,0,0,0,0,0,0,0,0,0,0,0
"e36540414ba07e69a69836aa8be5355e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseisalinus",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
"82279f05ed640ab19d91e9c9b2d813ab","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia",NA,8,0,17,0,33,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,5,8,0,0,0,42,5,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,70,5,0,0,10,0,10,0,0,0,4,0,0,0,0,0,0,0
"05ca18f6154c943d2f92c80254334533","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia",NA,0,0,3,9,16,3,0,5,0,5,22,0,0,0,0,0,0,0,0,0,0,0,16,3,11,4,32,24,17,3,0,5,16,15,0,8,0,0,0,0,4,0,0,0,0,2,2,0,2,19,11,23,2,4,7,81,22,0,0,0,0,0,0,6,0,0,0
"9c92fd99d8bb3f6487c62dc36166bfde","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,10,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,30,20,14,0,17,12,13,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,54,4,0,0,13,7,41,0,0,0,0,0,0,0,0,0,0,0
"97dfa7049120dc499f6cc9abbda54779","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_NAC11-7_lineage",NA,13,0,10,0,24,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,2,0,48,0,10,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0
"f6b6d91337acf4112b58a418fde078e3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litoreibacter",NA,13,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,12,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"febf31ed4d1eb5179359ae365fd7ec83","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lentibacter",NA,2311,5598,124,12863,344,19113,2999,2655,129,3801,254,7725,13,0,0,0,0,77,0,58,0,0,4599,12105,25,159,0,177,888,4968,0,28,0,127,0,12028,0,0,0,0,37,12,80,0,4,1381,7100,0,76,0,218,661,7990,0,30,33,60,0,0,0,5,0,2,0,0,0,0
"92f34cc3858e485941aac38cc1f186ce","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktotalea",NA,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18,0,0,0,4,0,5,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,5,16,5,8,0,0,0,10,3,0,0,0,0,0,0,5,0,9,0
"d7abe62ff3e1c1953486c6a30881f393","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius",NA,9,0,10,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,22,0,12,3,32,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,39,8,66,0,0,0,0,0,0,0,0,0,0,0
"8a27499cb4e3c0423e88bf08d9bf277d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Halocynthiibacter",NA,36,35,14,119,37,43,13,32,40,77,7,62,0,0,0,0,0,4,0,0,0,0,111,51,45,117,24,138,13,33,10,27,24,13,0,44,0,0,0,0,0,0,0,0,0,33,39,0,9,72,4,39,62,2,14,4,0,0,0,0,3,0,0,0,0,0,0
"5a08835486ebbe0b17e71355224004fc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella",NA,28,9,0,31,0,48,51,22,0,76,14,169,4,4,6,0,0,24,13,14,630,0,0,0,0,8,0,32,12,36,0,58,10,58,0,1,0,0,0,4,10,0,48,365,1000,11,19,0,68,6,34,15,29,11,141,326,36,0,0,0,24,0,10,103,2614,7216,19206
"62875a904e2ae98bb77c831315ac9356","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nioella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"44210ece6a75a3d0ebafce23f509dba2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicola",NA,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,18,0,24,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
"3a10ff70f82d1b3d355434b23c24e133","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Silicimonas",NA,41,0,7,12,35,0,8,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,9,3,11,0,39,0,110,3,12,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,15,0,25,0,23,0,0,0,0,0,0,0,0,0,0,0
"959823b98d180cb06fb0dbf16dff0b17","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudoruegeria",NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606bfb6c64ac83bd281456a3af078e5d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Epibacterium",NA,6434,15092,559,5806,1145,4861,16695,16065,1393,2035,1009,1435,20240,7510,19479,39341,25667,31404,11971,32295,294,18891,3492,8728,235,113,370,486,4438,15432,977,1195,856,1896,3916,10219,9627,36795,1819,18535,23842,6023,20942,384,1179,6454,12362,159,337,570,445,2203,12531,425,324,863,337,9204,31501,948,2173,17379,18182,1209,1590,523,557
"22387156e71d12d0bf0d6c3d1fd4d733","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_CHAB-I-5_lineage",NA,107,0,9,5,20,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,7,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0
"0fe443a05cd938eebfaec68e13a293ae","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola",NA,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"052dab67c53e577dacd300dcbe27b6d9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius",NA,8,3,0,6,10,0,0,4,0,0,0,4,0,0,13,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,4,5,48,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,6,7,0,5,0,0,0,0,0,0,0,0,0,6,0
"1f494b18e41fb7f93c5bbf4208ea351b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter",NA,195,0,121,18,129,6,130,0,25,7,75,0,0,12,0,0,0,0,0,0,0,0,160,4,34,0,27,0,669,4,56,6,33,0,0,0,22,0,0,0,0,0,0,0,0,81,0,17,7,112,0,63,0,64,6,33,0,0,0,0,0,0,0,0,0,0,0
"df11da43f3ce3247af5ececb501da20e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,25,6,15,0,0,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,8,0,11,22,138,1,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,2,9,11,10,0,0,0,50,13,0,0,0,0,0,0,14,0,0,0
"c6ab75e142fd975d51543779b4c7a161","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,189,26,141,69,183,58,4146,47,701,539,260,380,683,1874,6568,13867,20449,429,5615,15766,503,2353,220,47,95,69,332,81,179,53,58,124,283,150,1286,162,9186,27592,956,21646,350,1988,10634,127,129,108,72,55,111,232,161,38,61,6,331,296,19,5367,17911,641,2417,74,90,117,50,24,30
"9214d6fc8c611bbddf8577e3d6a64e21","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pelagicola",NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a63cb4c3ad913e29ed4786973f19e1f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,0,0,21,0,91,0,7,6,28,0,21,0,2,0,0,0,0,0,0,0,0,0,58,0,40,0,26,6,183,3,38,3,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,4,91,0,0,0,37,0,38,0,0,0,0,0,0,0,0,0,0,0
"4329084268c678357792df8bda045179","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,66,0,0,0,5,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,5,27
"ee5b5044cb470b7c3322a53f2d4077d2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter",NA,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0
"99dd22042dac80712d1a2c4d60ed1b9f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter",NA,57,3,79,8,124,3,18,5,22,2,41,0,0,8,0,0,0,0,0,0,0,0,43,3,9,1,12,0,265,0,41,6,32,0,0,3,0,0,0,0,0,0,0,0,0,37,0,7,11,51,0,26,0,21,4,25,0,0,0,0,0,0,0,0,0,0,0
"c27d28553c93a1664a5b6f02058d310b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanibulbus",NA,0,0,23,32,13,28,12,0,0,76,41,392,0,0,163,79,79,0,64,66,307,0,0,0,10,13,8,115,0,0,14,28,37,357,0,0,48,58,72,99,0,49,66,351,1006,0,0,0,37,120,371,0,0,13,13,214,311,112,58,176,167,0,0,12,58,48,231
"e7d577a6df000a061a1071cb4916b496","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter",NA,161,29,172,77,573,51,123,34,119,84,429,75,4,0,28,13,30,0,0,7,217,0,163,29,195,16,341,216,227,28,229,86,505,218,0,38,14,7,36,34,3,4,7,117,24,96,31,76,77,679,175,109,30,309,58,836,133,0,15,40,74,0,0,0,13,28,9
"997479895364ff2c36721d023cef6c78","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limimaricola",NA,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"146d88b6c675f305bd234fb5dc5059c4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cribrihabitans",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3ab4c749f4ebd9dc9aaa753a71de618","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA,1589,6,1164,130,1346,48,885,0,510,127,658,0,0,25,0,0,0,0,74,0,42,0,1383,54,310,32,507,72,3008,0,404,124,388,32,0,41,94,0,0,0,0,44,21,275,29,819,35,98,119,715,4,876,46,406,71,909,0,0,0,0,0,62,0,149,52,382,30
"fc115f3cbc611cb5eecce6e80c28f9c3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivita",NA,311,388,237,5037,587,6606,1070,540,457,13432,920,10066,171,59,84,227,300,519,244,721,856,154,342,335,298,2786,1242,15051,494,559,546,14652,1556,19247,1,342,70,139,35,835,309,131,1356,553,15478,299,469,179,9299,977,12769,344,731,538,7490,3772,6021,15,152,246,6313,43,35,119,3909,178,14832
"46d985db42f7958a4d0cd9dcc4619fd5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter",NA,21,4,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,20,47,31,28,9,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"fc3b47941d1c9c4981d1a4c55be0f78c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceaniovalibus",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"c9c0b31271e31db8a360b92c368ed482","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maribius",NA,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24911f5bc61913ec8abd1c7e3de9e640","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured",NA,273,3,112,11,196,4,135,0,44,6,200,0,0,8,0,0,0,2,0,0,0,0,192,4,23,0,23,2,595,3,74,5,38,0,0,5,6,0,0,0,0,0,0,0,0,91,0,19,0,75,0,97,4,35,0,27,0,0,0,0,0,3,0,0,0,0,0
"9f295abb11dcfba881f1dbc7b7d4bb43","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA,20,0,11,6,37,0,26,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,1,0,64,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,5,0,16,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"76068dbd4b3cbc2b4c30ce0418123b2a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limibaculum",NA,8,0,19,5,19,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,37,0,3,1,4,0,39,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,4,0,4,0
"9d8588225463466f2b3bf49c09ea5cfc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA,22,0,10,0,9,0,30,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,1,0,0,7,0,0,0,0,0,3,3
"90f55f0b07f19347f20030abc77469af","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Breoghania",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0dc109ea4d1d392ec2ddd9566b5d3ded","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia",NA,0,0,3,0,0,0,0,0,6,0,9,5,5,0,0,0,0,0,0,0,7,0,4,3,0,0,0,8,0,0,8,0,7,4,0,0,0,0,7,1,0,2,0,7,0,0,0,0,0,7,0,0,0,0,0,10,4,5,0,3,0,0,0,0,0,5,0
"1d55aeb6838208e63627f0afa174e541","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncultured",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"387a954946b318b90a15763cf2f0623d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ahrensia",NA,0,0,8,0,10,0,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,25,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,11,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
"b70d0c5aea20027113f58aaf15c9e6f0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7169141d1a1a06cee2a9752d56ab932","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter",NA,0,0,4,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
"7cad4c74a540dbc1c7a69b24a07bb40d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia",NA,33,3,32,15,132,5,34,9,17,14,36,0,0,0,0,0,0,0,0,0,0,0,78,11,59,0,103,34,64,2,60,6,65,4,0,9,26,0,0,0,0,0,0,0,0,15,4,20,8,90,9,28,0,56,3,84,3,0,0,0,0,5,0,0,0,0,0
"736dfda60dafc49df3123aeedbe86480","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea",NA,0,0,0,0,9,0,0,0,11,0,18,0,0,0,7,7,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,17,3,0,0,0,0,14,0,0,0,5,0,7,0,5,0,22,8,0,0,8,7,3,3
"e41e0fd774c08165c66669e6cef042ed","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured",NA,0,0,20,2,19,0,8,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,2,0,31,2,21,2,15,0,17,0,6,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,8,0,2,0,8,0,9,0,0,0,0,0,25,0,0,0,0,0
"a17e6fc63937acd2892cebdf81da48dc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","uncultured","uncultured",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21b748daa4be5b11ee84091a197d5e86","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Maritalea",NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd0ae9b3861edfa277bb493cacce07ec","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Cohaesibacter",NA,0,0,5,0,6,4,0,0,0,0,32,32,0,0,13,0,3,0,6,0,37,0,17,0,1,2,30,73,0,0,5,4,39,56,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,6,14,0,0,3,8,36,36,4,0,7,11,0,0,0,2,10,0
"56ac5589df2aabd818dde8e9c28598c6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappia",NA,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2bdfe76090dcea7a8f794e7644569b11","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured",NA,2,0,7,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
"56e200b71e5898bf10a17b731d3b73bd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"dd2c94aa244ed7ec2a13b90ff49668be","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67523e1d057fa38dbc5859f35a1e6558","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38789b7ecbf7731fc52238a3adadaced","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2f2874728ca2cc2111e472877b54e15","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f76a4d1fd417dd7a26c1e236bb3d155","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium",NA,7,3,13,4,29,0,18,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,53,0,15,0,5,0,0,2,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
